waste,-1.0
returned,-1.0
return,-1.0
please,-1.0
disappointed,-1.0
money,-1.0
horrible,-1.0
company,-1.0
called,-1.0
stopped,-1.0
terrible,-1.0
piece,-1.0
description,-1.0
apart,-1.0
seller,-1.0
unfortunately,-1.0
picture,-1.0
received,-1.0
hoping,-1.0
ended,-1.0
broke,-1.0
putting,-1.0
instructions,-1.0
package,-1.0
thinking,-1.0
later,-1.0
stuck,-1.0
cheap,-1.0
worse,-1.0
directions,-1.0
material,-1.0
customer,-1.0
uncomfortable,-1.0
original,-1.0
wrong,-1.0
lasted,-1.0
looked,-1.0
plastic,-1.0
unless,-1.0
spend,-1.0
nothing,-1.0
matter,-1.0
seemed,-1.0
maybe,-1.0
positive,-1.0
nearly,-1.0
packaging,-1.0
thought,-1.0
difficult,-1.0
instead,-1.0
guess,-1.0
design,-1.0
perhaps,-1.0
sound,-1.0
expect,-1.0
result,-1.0
within,-1.0
experience,-1.0
bottom,-1.0
rather,-1.0
together,-1.0
white,-1.0
another,-1.0
never,-1.0
wanted,-1.0
would,-1.0
could,-1.0
given,-1.0
order,-1.0
purchased,-1.0
months,-1.0
ordered,-1.0
however,-1.0
something,-1.0
service,-1.0
supposed,-1.0
times,-1.0
hairs,-1.0
effect,-1.0
buying,-1.0
might,-1.0
reviews,-1.0
finally,-1.0
solution,-1.0
device,-1.0
advertised,-1.0
going,-1.0
either,-1.0
simply,-1.0
short,-1.0
absolutely,-1.0
anything,-1.0
stomach,-1.0
battery,-1.0
trying,-1.0
batteries,-1.0
amazon,-1.0
shipping,-1.0
place,-1.0
higher,-1.0
reading,-1.0
bought,-1.0
break,-1.0
inside,-1.0
month,-1.0
actually,-1.0
least,-1.0
review,-1.0
second,-1.0
bottle,-1.0
extremely,-1.0
previous,-1.0
probably,-1.0
smell,-1.0
cover,-1.0
problem,-1.0
replacement,-1.0
product,-1.0
smells,-1.0
based,-1.0
worked,-1.0
making,-1.0
cause,-1.0
expected,-1.0
blades,-1.0
decided,-1.0
charge,-1.0
minutes,-1.0
hours,-1.0
still,-1.0
point,-1.0
change,-1.0
loved,-1.0
reason,-1.0
thing,-1.0
different,-1.0
twice,-1.0
purchase,-1.0
notice,-1.0
looks,-1.0
three,-1.0
decent,-1.0
completely,-1.0
looking,-1.0
better,-1.0
shower,-1.0
system,-1.0
ingredients,-1.0
first,-1.0
opinion,-1.0
replace,-1.0
tried,-1.0
thick,-1.0
already,-1.0
tight,-1.0
stick,-1.0
beard,-1.0
razor,-1.0
small,-1.0
people,-1.0
working,-1.0
giving,-1.0
machine,-1.0
several,-1.0
brand,-1.0
check,-1.0
floor,-1.0
whole,-1.0
shave,-1.0
similar,-1.0
around,-1.0
shaver,-1.0
couple,-1.0
normal,-1.0
number,0.0
close,1.0
power,1.0
person,1.0
weeks,1.0
issue,1.0
daughter,1.0
version,1.0
support,1.0
store,1.0
noticed,1.0
products,1.0
flavor,1.0
trimmer,1.0
extra,1.0
remove,1.0
results,1.0
pressure,1.0
almost,1.0
think,1.0
feature,1.0
believe,1.0
someone,1.0
needs,1.0
although,1.0
older,1.0
started,1.0
quality,1.0
large,1.0
arrived,1.0
worth,1.0
lower,1.0
anyway,1.0
somewhat,1.0
clear,1.0
handle,1.0
weight,1.0
longer,1.0
blood,1.0
model,1.0
certainly,1.0
taken,1.0
though,1.0
right,1.0
taste,1.0
brush,1.0
using,1.0
heavy,1.0
blade,1.0
getting,1.0
shaving,1.0
water,1.0
wearing,1.0
otherwise,1.0
pills,1.0
compared,1.0
strong,1.0
found,1.0
stars,1.0
hands,1.0
enough,1.0
smaller,1.0
prefer,1.0
expensive,1.0
taking,1.0
start,1.0
anyone,1.0
accurate,1.0
really,1.0
comes,1.0
things,1.0
cheaper,1.0
fairly,1.0
effective,1.0
local,1.0
teeth,1.0
available,1.0
since,1.0
mouth,1.0
difference,1.0
slightly,1.0
issues,1.0
often,1.0
cleaning,1.0
seems,1.0
regular,1.0
electric,1.0
leave,1.0
health,1.0
liked,1.0
amount,1.0
scent,1.0
super,1.0
powder,1.0
easily,1.0
toothbrush,1.0
pretty,1.0
doctor,1.0
larger,1.0
brands,1.0
takes,1.0
feels,1.0
quickly,1.0
light,1.0
makes,1.0
quite,1.0
drink,1.0
along,1.0
overall,1.0
everything,1.0
cream,1.0
sensitive,1.0
little,1.0
others,1.0
friend,1.0
night,1.0
usually,1.0
feeling,1.0
tastes,1.0
sleep,1.0
comfortable,1.0
clean,1.0
effects,1.0
without,1.0
problems,1.0
course,1.0
definitely,1.0
husband,1.0
smooth,1.0
single,1.0
especially,1.0
vitamin,1.0
eating,1.0
recommend,1.0
protein,1.0
price,1.0
needed,1.0
value,1.0
relief,1.0
every,1.0
recently,1.0
stuff,1.0
morning,1.0
sometimes,1.0
supplement,1.0
always,1.0
years,1.0
continue,1.0
gives,1.0
chocolate,1.0
daily,1.0
natural,1.0
flavors,1.0
exactly,1.0
recommended,1.0
easier,1.0
everyone,1.0
energy,1.0
works,1.0
simple,1.0
great,1.0
vitamins,1.0
quick,1.0
happy,1.0
lasts,1.0
helped,1.0
stores,1.0
perfect,1.0
helps,1.0
wonderful,1.0
excellent,1.0
pleased,1.0
amazing,1.0
highly,1.0
