waste,-1.0
poorly,-1.0
errors,-1.0
terrible,-1.0
worst,-1.0
disappointment,-1.0
money,-1.0
sorry,-1.0
disappointing,-1.0
publisher,-1.0
horrible,-1.0
boring,-1.0
hoping,-1.0
unless,-1.0
mention,-1.0
buying,-1.0
unfortunately,-1.0
amazon,-1.0
supposed,-1.0
please,-1.0
reviews,-1.0
finish,-1.0
tried,-1.0
apparently,-1.0
paper,-1.0
rating,-1.0
fails,-1.0
premise,-1.0
disappointed,-1.0
neither,-1.0
evidence,-1.0
missing,-1.0
seriously,-1.0
predictable,-1.0
basically,-1.0
nothing,-1.0
ordered,-1.0
received,-1.0
bored,-1.0
happened,-1.0
totally,-1.0
obviously,-1.0
waiting,-1.0
lacking,-1.0
instead,-1.0
worse,-1.0
obvious,-1.0
maybe,-1.0
annoying,-1.0
pages,-1.0
example,-1.0
review,-1.0
guess,-1.0
suggest,-1.0
expectations,-1.0
attempt,-1.0
negative,-1.0
kindle,-1.0
content,-1.0
confusing,-1.0
anything,-1.0
mentioned,-1.0
cover,-1.0
expected,-1.0
write,-1.0
spend,-1.0
wonder,-1.0
wrong,-1.0
reads,-1.0
purpose,-1.0
appears,-1.0
entire,-1.0
expecting,-1.0
problem,-1.0
edition,-1.0
previous,-1.0
advice,-1.0
reason,-1.0
either,-1.0
classics,-1.0
sound,-1.0
except,-1.0
thing,-1.0
bought,-1.0
agree,-1.0
hardly,-1.0
title,-1.0
saying,-1.0
something,-1.0
decent,-1.0
seems,-1.0
somehow,-1.0
better,-1.0
reviewers,-1.0
falls,-1.0
completely,-1.0
stuff,-1.0
author,-1.0
absolutely,-1.0
least,-1.0
opinion,-1.0
effort,-1.0
actual,-1.0
reviewer,-1.0
believe,-1.0
pretty,-1.0
seemed,-1.0
anyway,-1.0
trying,-1.0
result,-1.0
talking,-1.0
decided,-1.0
names,-1.0
rather,-1.0
turned,-1.0
looks,-1.0
thinks,-1.0
actually,-1.0
likely,-1.0
print,-1.0
public,-1.0
references,-1.0
description,-1.0
would,-1.0
chapter,-1.0
basic,-1.0
could,-1.0
tries,-1.0
places,-1.0
someone,-1.0
single,-1.0
ended,-1.0
giving,-1.0
purchase,-1.0
check,-1.0
happen,-1.0
notes,-1.0
include,-1.0
consider,-1.0
called,-1.0
based,-1.0
purchased,-1.0
facts,-1.0
class,-1.0
writer,-1.0
serious,-1.0
complete,-1.0
lines,-1.0
describing,-1.0
considering,-1.0
doubt,-1.0
writers,-1.0
started,-1.0
concept,-1.0
forced,-1.0
wanted,-1.0
nearly,-1.0
scene,-1.0
chapters,-1.0
picked,-1.0
heroine,-1.0
developed,-1.0
happens,-1.0
simply,-1.0
female,-1.0
generally,-1.0
library,-1.0
cause,-1.0
spent,-1.0
choice,-1.0
authors,-1.0
interest,-1.0
discussion,-1.0
support,-1.0
never,-1.0
quality,-1.0
another,-1.0
whole,-1.0
women,-1.0
expect,-1.0
scenes,-1.0
going,-1.0
imagine,-1.0
development,-1.0
admit,-1.0
explain,-1.0
perhaps,-1.0
church,-1.0
material,-1.0
conclusion,-1.0
filled,-1.0
might,-1.0
needs,-1.0
theory,-1.0
person,-1.0
knows,-1.0
already,-1.0
fairly,-1.0
point,-1.0
extremely,-1.0
thought,-1.0
states,-1.0
mostly,-1.0
average,-1.0
getting,-1.0
subject,-1.0
think,-1.0
feels,-1.0
certainly,-1.0
points,-1.0
descriptions,-1.0
looking,-1.0
towards,-1.0
trouble,-1.0
means,-1.0
dialogue,-1.0
provide,-1.0
enough,-1.0
probably,-1.0
continue,-1.0
general,-1.0
positive,-1.0
using,-1.0
white,-1.0
ending,-1.0
original,-1.0
needed,-1.0
number,-1.0
piece,-1.0
amount,-1.0
several,-1.0
character,-1.0
available,-1.0
information,-1.0
wants,-1.0
stand,-1.0
couple,-1.0
issue,-1.0
guide,-1.0
value,-1.0
almost,-1.0
however,-1.0
writing,-1.0
examples,-1.0
begin,-1.0
teacher,-1.0
major,-1.0
looked,-1.0
really,-1.0
short,-1.0
months,-1.0
version,-1.0
otherwise,-1.0
matter,-1.0
context,-1.0
useful,-1.0
strange,-1.0
books,-1.0
without,-1.0
research,-1.0
difficult,-1.0
approach,-1.0
earlier,-1.0
certain,-1.0
possibly,-1.0
space,-1.0
found,-1.0
marriage,-1.0
interesting,-1.0
likes,-1.0
series,-1.0
characters,-1.0
figure,-1.0
taken,-1.0
current,-1.0
considered,-1.0
focus,-1.0
leaves,-1.0
right,-1.0
heard,-1.0
compared,-1.0
religious,-1.0
thinking,-1.0
given,-1.0
clearly,-1.0
exactly,-1.0
forward,-1.0
woman,-1.0
large,-1.0
problems,-1.0
beyond,-1.0
price,-1.0
leave,-1.0
stars,-1.0
respect,-1.0
company,-1.0
meant,-1.0
travel,-1.0
crime,-1.0
return,-1.0
section,-1.0
sense,-1.0
course,-1.0
little,-1.0
topics,-1.0
order,-1.0
black,0.0
personally,0.0
eventually,0.0
people,1.0
language,1.0
middle,1.0
question,1.0
state,1.0
system,1.0
works,1.0
fiction,1.0
religion,1.0
third,1.0
addition,1.0
feeling,1.0
since,1.0
reading,1.0
telling,1.0
possible,1.0
contains,1.0
things,1.0
across,1.0
learn,1.0
included,1.0
words,1.0
reasons,1.0
written,1.0
married,1.0
typical,1.0
finished,1.0
published,1.0
remember,1.0
murder,1.0
prose,1.0
ultimately,1.0
particular,1.0
taking,1.0
wanting,1.0
parts,1.0
starts,1.0
voice,1.0
science,1.0
making,1.0
readers,1.0
background,1.0
interested,1.0
inside,1.0
philosophy,1.0
wrote,1.0
quite,1.0
novel,1.0
everything,1.0
pictures,1.0
style,1.0
became,1.0
romance,1.0
source,1.0
indeed,1.0
finally,1.0
control,1.0
events,1.0
though,1.0
overall,1.0
fantasy,1.0
common,1.0
second,1.0
first,1.0
around,1.0
usually,1.0
running,1.0
fully,1.0
business,1.0
older,1.0
genre,1.0
others,1.0
every,1.0
throughout,1.0
coming,1.0
important,1.0
detail,1.0
somewhat,1.0
novels,1.0
unlike,1.0
following,1.0
despite,1.0
alone,1.0
understand,1.0
bible,1.0
detailed,1.0
quickly,1.0
thoughts,1.0
comes,1.0
often,1.0
literary,1.0
political,1.0
similar,1.0
truth,1.0
beginning,1.0
reference,1.0
earth,1.0
knowledge,1.0
experience,1.0
child,1.0
still,1.0
follow,1.0
ideas,1.0
liked,1.0
reality,1.0
strong,1.0
student,1.0
early,1.0
described,1.0
reader,1.0
recent,1.0
exciting,1.0
period,1.0
final,1.0
hours,1.0
known,1.0
children,1.0
finding,1.0
helpful,1.0
anyone,1.0
century,1.0
place,1.0
terms,1.0
issues,1.0
easily,1.0
level,1.0
together,1.0
including,1.0
behind,1.0
narrative,1.0
longer,1.0
picture,1.0
message,1.0
enjoy,1.0
although,1.0
present,1.0
house,1.0
times,1.0
makes,1.0
start,1.0
college,1.0
faith,1.0
relationship,1.0
details,1.0
worth,1.0
action,1.0
quick,1.0
three,1.0
simple,1.0
become,1.0
volume,1.0
situation,1.0
theme,1.0
account,1.0
clear,1.0
speak,1.0
manner,1.0
honest,1.0
story,1.0
within,1.0
writes,1.0
literature,1.0
chance,1.0
special,1.0
famous,1.0
usual,1.0
funny,1.0
husband,1.0
along,1.0
depth,1.0
individual,1.0
popular,1.0
local,1.0
relate,1.0
moments,1.0
setting,1.0
compelling,1.0
small,1.0
turns,1.0
questions,1.0
presented,1.0
meaning,1.0
magic,1.0
required,1.0
working,1.0
engaging,1.0
everyone,1.0
attention,1.0
stories,1.0
parents,1.0
create,1.0
historical,1.0
elements,1.0
personal,1.0
friends,1.0
close,1.0
involved,1.0
learned,1.0
entertaining,1.0
especially,1.0
hands,1.0
relationships,1.0
modern,1.0
describes,1.0
becomes,1.0
familiar,1.0
school,1.0
battle,1.0
particularly,1.0
history,1.0
emotional,1.0
later,1.0
different,1.0
mother,1.0
definitely,1.0
various,1.0
recently,1.0
mystery,1.0
whether,1.0
feelings,1.0
career,1.0
toward,1.0
takes,1.0
introduction,1.0
years,1.0
sometimes,1.0
future,1.0
tells,1.0
brilliant,1.0
social,1.0
offers,1.0
appreciate,1.0
father,1.0
group,1.0
classic,1.0
death,1.0
ability,1.0
illustrations,1.0
light,1.0
imagination,1.0
whose,1.0
surprised,1.0
becoming,1.0
drawn,1.0
students,1.0
government,1.0
process,1.0
study,1.0
sister,1.0
movie,1.0
seeing,1.0
perspective,1.0
truly,1.0
happy,1.0
always,1.0
adult,1.0
covers,1.0
daughter,1.0
brother,1.0
complex,1.0
recommend,1.0
society,1.0
friend,1.0
brought,1.0
change,1.0
collection,1.0
named,1.0
created,1.0
enjoyable,1.0
insight,1.0
culture,1.0
world,1.0
unique,1.0
gives,1.0
moving,1.0
changed,1.0
nature,1.0
today,1.0
country,1.0
greatest,1.0
family,1.0
master,1.0
began,1.0
young,1.0
great,1.0
human,1.0
learning,1.0
finds,1.0
night,1.0
understanding,1.0
bring,1.0
keeps,1.0
shows,1.0
experiences,1.0
power,1.0
recommended,1.0
enjoyed,1.0
lives,1.0
among,1.0
aspects,1.0
realistic,1.0
living,1.0
loved,1.0
beautiful,1.0
meets,1.0
lived,1.0
changes,1.0
politics,1.0
fascinating,1.0
adventure,1.0
actions,1.0
begins,1.0
heart,1.0
loves,1.0
journey,1.0
adventures,1.0
perfect,1.0
powerful,1.0
brings,1.0
provides,1.0
helped,1.0
excellent,1.0
wonderful,1.0
highly,1.0
amazing,1.0
