not buy,-1.0
waste of,-1.0
waste your,-1.0
your money,-1.0
the worst,-1.0
money on,-1.0
of money,-1.0
save your,-1.0
not work,-1.0
i tried,-1.0
my computer,-1.0
piece of,-1.0
would not,-1.0
not worth,-1.0
not even,-1.0
than this,-1.0
tried to,-1.0
do not,-1.0
buying this,-1.0
impossible to,-1.0
will not,-1.0
this product,-1.0
what a,-1.0
the problem,-1.0
way too,-1.0
at all,-1.0
can not,-1.0
does not,-1.0
is nothing,-1.0
from this,-1.0
should have,-1.0
with no,-1.0
no way,-1.0
buy a,-1.0
buy this,-1.0
on this,-1.0
the box,-1.0
that would,-1.0
did not,-1.0
was so,-1.0
read the,-1.0
forward to,-1.0
supposed to,-1.0
before i,-1.0
if i,-1.0
unless you,-1.0
a year,-1.0
an hour,-1.0
the product,-1.0
just not,-1.0
end up,-1.0
if it,-1.0
was just,-1.0
looking forward,-1.0
was not,-1.0
or so,-1.0
i guess,-1.0
to run,-1.0
i wanted,-1.0
trying to,-1.0
every time,-1.0
it did,-1.0
on my,-1.0
a week,-1.0
game would,-1.0
for about,-1.0
it would,-1.0
if the,-1.0
have no,-1.0
then it,-1.0
is no,-1.0
and over,-1.0
wanted to,-1.0
i could,-1.0
the point,-1.0
than a,-1.0
and was,-1.0
i purchased,-1.0
it at,-1.0
they were,-1.0
that does,-1.0
after the,-1.0
that was,-1.0
should be,-1.0
over and,-1.0
of their,-1.0
i went,-1.0
you buy,-1.0
would have,-1.0
now i,-1.0
a better,-1.0
i want,-1.0
to work,-1.0
bought this,-1.0
away from,-1.0
a bad,-1.0
for this,-1.0
am a,-1.0
but after,-1.0
i ca,-1.0
are no,-1.0
only one,-1.0
i will,-1.0
then i,-1.0
think i,-1.0
i wish,-1.0
not very,-1.0
thought it,-1.0
because the,-1.0
me to,-1.0
so that,-1.0
the whole,-1.0
before you,-1.0
difficult to,-1.0
if they,-1.0
i gave,-1.0
too many,-1.0
all over,-1.0
i thought,-1.0
after a,-1.0
looks like,-1.0
over again,-1.0
could have,-1.0
and will,-1.0
time i,-1.0
up on,-1.0
for an,-1.0
and do,-1.0
play a,-1.0
you ca,-1.0
what the,-1.0
is only,-1.0
and then,-1.0
i saw,-1.0
as i,-1.0
is too,-1.0
graphics were,-1.0
more like,-1.0
bought it,-1.0
because they,-1.0
make a,-1.0
even the,-1.0
to give,-1.0
was very,-1.0
am not,-1.0
it seems,-1.0
and no,-1.0
but this,-1.0
i expected,-1.0
there was,-1.0
come out,-1.0
i was,-1.0
for example,-1.0
try to,-1.0
time and,-1.0
it should,-1.0
it just,-1.0
even if,-1.0
it on,-1.0
up and,-1.0
i am,-1.0
a huge,-1.0
have been,-1.0
made it,-1.0
a real,-1.0
game play,-1.0
rent it,-1.0
less than,-1.0
to my,-1.0
be able,-1.0
you would,-1.0
want a,-1.0
of time,-1.0
the computer,-1.0
at least,-1.0
for it,-1.0
the actual,-1.0
lack of,-1.0
of that,-1.0
about a,-1.0
figure out,-1.0
with this,-1.0
is not,-1.0
i bought,-1.0
game itself,-1.0
back to,-1.0
game will,-1.0
on it,-1.0
what is,-1.0
after playing,-1.0
find a,-1.0
would be,-1.0
until you,-1.0
the system,-1.0
had the,-1.0
by the,-1.0
they should,-1.0
the camera,-1.0
not be,-1.0
what you,-1.0
there were,-1.0
order to,-1.0
a game,-1.0
while the,-1.0
time you,-1.0
they did,-1.0
they do,-1.0
might be,-1.0
bought the,-1.0
first off,-1.0
i did,-1.0
game does,-1.0
out the,-1.0
such a,-1.0
was really,-1.0
i mean,-1.0
pretty much,-1.0
way to,-1.0
game was,-1.0
to spend,-1.0
the next,-1.0
many of,-1.0
they have,-1.0
seems to,-1.0
play the,-1.0
because i,-1.0
it in,-1.0
game if,-1.0
can only,-1.0
able to,-1.0
you just,-1.0
it had,-1.0
the lack,-1.0
it was,-1.0
version of,-1.0
it looks,-1.0
the same,-1.0
