waste,-1.0
poorly,-1.0
returned,-1.0
disappointment,-1.0
return,-1.0
disappointing,-1.0
disappointed,-1.0
money,-1.0
impossible,-1.0
barely,-1.0
tried,-1.0
company,-1.0
customer,-1.0
stopped,-1.0
supposed,-1.0
broke,-1.0
frustrating,-1.0
service,-1.0
called,-1.0
nothing,-1.0
completely,-1.0
stuck,-1.0
unfortunately,-1.0
matter,-1.0
flimsy,-1.0
unless,-1.0
cheap,-1.0
please,-1.0
falls,-1.0
excited,-1.0
apart,-1.0
broken,-1.0
batteries,-1.0
opened,-1.0
description,-1.0
within,-1.0
brand,-1.0
concept,-1.0
frustrated,-1.0
replacement,-1.0
falling,-1.0
never,-1.0
reviews,-1.0
stick,-1.0
worked,-1.0
complete,-1.0
working,-1.0
wrong,-1.0
minutes,-1.0
battery,-1.0
fisher,-1.0
ended,-1.0
missing,-1.0
anything,-1.0
packaging,-1.0
asked,-1.0
piece,-1.0
product,-1.0
experience,-1.0
package,-1.0
paper,-1.0
immediately,-1.0
extremely,-1.0
noise,-1.0
thinking,-1.0
directions,-1.0
button,-1.0
lasted,-1.0
basically,-1.0
hoping,-1.0
buying,-1.0
received,-1.0
order,-1.0
actual,-1.0
coming,-1.0
except,-1.0
constantly,-1.0
finally,-1.0
picture,-1.0
difficult,-1.0
spent,-1.0
review,-1.0
bottom,-1.0
believe,-1.0
instructions,-1.0
looked,-1.0
morning,-1.0
instead,-1.0
either,-1.0
holes,-1.0
second,-1.0
store,-1.0
amazon,-1.0
guess,-1.0
similar,-1.0
purchasing,-1.0
trying,-1.0
slide,-1.0
better,-1.0
least,-1.0
parts,-1.0
weeks,-1.0
decent,-1.0
loose,-1.0
reading,-1.0
could,-1.0
plastic,-1.0
reviewers,-1.0
going,-1.0
thought,-1.0
agree,-1.0
started,-1.0
short,-1.0
thing,-1.0
simply,-1.0
something,-1.0
entire,-1.0
replace,-1.0
arrived,-1.0
products,-1.0
seemed,-1.0
longer,-1.0
another,-1.0
annoying,-1.0
designed,-1.0
adult,-1.0
design,-1.0
spend,-1.0
maybe,-1.0
bored,-1.0
would,-1.0
already,-1.0
model,-1.0
pictures,-1.0
water,-1.0
needs,-1.0
truck,-1.0
wheels,-1.0
however,-1.0
ordered,-1.0
someone,-1.0
interest,-1.0
shipping,-1.0
purchase,-1.0
quality,-1.0
construction,-1.0
break,-1.0
number,-1.0
amount,-1.0
problem,-1.0
point,-1.0
worth,-1.0
paint,-1.0
sound,-1.0
expect,-1.0
decided,-1.0
place,-1.0
turned,-1.0
whole,-1.0
later,-1.0
moves,-1.0
child,-1.0
close,-1.0
problems,-1.0
three,-1.0
given,-1.0
giving,-1.0
otherwise,-1.0
first,-1.0
actually,-1.0
rather,-1.0
together,-1.0
wanted,-1.0
floor,-1.0
control,-1.0
small,-1.0
sounds,-1.0
understand,-1.0
assembly,-1.0
might,-1.0
times,-1.0
inside,-1.0
power,-1.0
track,-1.0
anyway,-1.0
issue,-1.0
black,-1.0
metal,-1.0
heavy,-1.0
found,-1.0
chair,-1.0
expensive,-1.0
white,-1.0
items,-1.0
clear,-1.0
light,-1.0
touch,-1.0
probably,-1.0
forward,-1.0
included,-1.0
getting,-1.0
mouth,-1.0
couple,-1.0
stand,-1.0
others,-1.0
material,-1.0
purchased,-1.0
easily,-1.0
interested,-1.0
reason,-1.0
player,-1.0
original,-1.0
looking,-1.0
expected,-1.0
pieces,-1.0
takes,-1.0
usually,-1.0
person,-1.0
bought,-1.0
larger,-1.0
gotten,1.0
smaller,1.0
version,1.0
stars,1.0
present,1.0
lights,1.0
front,1.0
anyone,1.0
enough,1.0
bigger,1.0
seems,1.0
daughter,1.0
moving,1.0
interesting,1.0
looks,1.0
using,1.0
buttons,1.0
think,1.0
price,1.0
toddler,1.0
regular,1.0
right,1.0
board,1.0
without,1.0
attached,1.0
really,1.0
quickly,1.0
since,1.0
stuff,1.0
makes,1.0
everything,1.0
putting,1.0
handle,1.0
husband,1.0
fairly,1.0
based,1.0
motor,1.0
taking,1.0
extra,1.0
figured,1.0
several,1.0
wooden,1.0
needed,1.0
month,1.0
hands,1.0
almost,1.0
different,1.0
although,1.0
remember,1.0
making,1.0
music,1.0
people,1.0
course,1.0
things,1.0
children,1.0
start,1.0
sometimes,1.0
birthday,1.0
definitely,1.0
shape,1.0
daughters,1.0
liked,1.0
played,1.0
puzzles,1.0
though,1.0
dolls,1.0
balls,1.0
surprised,1.0
weight,1.0
blocks,1.0
letters,1.0
outside,1.0
comes,1.0
cards,1.0
words,1.0
pretty,1.0
train,1.0
parents,1.0
super,1.0
every,1.0
works,1.0
around,1.0
attention,1.0
large,1.0
puzzle,1.0
recommend,1.0
wants,1.0
trouble,1.0
figure,1.0
night,1.0
value,1.0
exactly,1.0
still,1.0
turns,1.0
games,1.0
quite,1.0
overall,1.0
educational,1.0
often,1.0
teach,1.0
available,1.0
easier,1.0
months,1.0
little,1.0
holds,1.0
house,1.0
always,1.0
built,1.0
younger,1.0
older,1.0
sister,1.0
change,1.0
table,1.0
space,1.0
clean,1.0
build,1.0
simple,1.0
action,1.0
hours,1.0
especially,1.0
figures,1.0
holding,1.0
learning,1.0
young,1.0
playing,1.0
bright,1.0
grandson,1.0
girls,1.0
complaint,1.0
addition,1.0
friend,1.0
nephew,1.0
recommended,1.0
along,1.0
likes,1.0
watch,1.0
building,1.0
learn,1.0
granddaughter,1.0
learned,1.0
keeps,1.0
loved,1.0
animals,1.0
enjoyed,1.0
years,1.0
absolutely,1.0
players,1.0
durable,1.0
happy,1.0
enjoys,1.0
enjoy,1.0
everyone,1.0
plays,1.0
adults,1.0
sturdy,1.0
collection,1.0
great,1.0
family,1.0
friends,1.0
wonderful,1.0
loves,1.0
perfect,1.0
excellent,1.0
pleased,1.0
awesome,1.0
highly,1.0
